YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,2659,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,2369,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2020-W53,5028,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2020-W53,1277,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2020-W53,976,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,514,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2020-W53,594,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2020-W53,1551,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7558,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,17997,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,25555,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,968,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,10504,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6477,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,2158,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,1582,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,3818,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,38177,0,173,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,44836,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,83013,0,371,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,86,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,2689,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,24385,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,17627,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,8800,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8184,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,21193,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,23,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,39987,0,2263,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,52138,0,2115,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,183,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,92125,0,4378,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,206,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,3614,0,95,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,30011,0,1155,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,18424,0,861,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,52,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,7077,0,451,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,7232,0,502,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,25678,0,1310,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,1156,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,13741,0,6143,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,2666,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,13456,0,11046,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,3822,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,27197,0,17189,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,104,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,1276,0,689,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,1583,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,7635,0,6180,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,978,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4524,0,4134,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,616,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,1676,0,1659,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,1603,0,1294,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,364,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,10462,0,3190,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,1292,0,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,5272,0,32404,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,11580,0,44754,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,1,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,383,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,1675,0,0,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,16852,0,77158,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,0,1,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,911,0,2647,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W05,6376,0,24900,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,1,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,132,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,4243,0,17088,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,1588,0,7810,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W05,1225,0,6835,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,36,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,2459,0,17759,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,1211,0,0,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,611,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W06,5736,0,36502,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,1730,0,75,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,2206,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W06,7794,0,49594,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,10039,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W06,10650,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,13530,0,86096,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,3936,0,81,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,2272,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,595,0,3326,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W06,1257,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,5240,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,4334,0,28509,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,853,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2823,0,17676,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W06,2509,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W06,308,0,5,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,1384,0,6857,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,599,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,440,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W06,1429,0,6436,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,8,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,982,0,65,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W06,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,2923,0,23209,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W07,2329,0,2,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,2373,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W07,22092,0,19823,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,29881,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,1531,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W07,4293,0,18948,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,3904,0,196,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,26385,0,38771,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W07,32210,0,3,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,3614,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,275,0,1628,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,16976,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,2358,0,10581,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,809,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W07,9228,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1622,0,6709,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W07,2247,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,1441,0,2731,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W07,510,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,69,0,1,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,590,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W07,2698,0,3102,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W07,17953,0,13990,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,13,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W08,39260,0,5470,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W08,4618,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,2690,0,1076,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,1782,0,2641,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,51949,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W08,4361,0,11276,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,56567,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,4472,0,3717,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W08,43621,0,16746,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,135,0,112,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W08,7048,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,249,0,893,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,833,0,1569,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W08,2275,0,6156,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,29331,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W08,809,0,959,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,1795,0,4177,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,15445,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,4370,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,1951,0,1674,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W08,957,0,604,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,226,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,3664,0,1266,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W08,918,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,22,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W08,33645,0,2530,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W08,815,0,307,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W09,4481,0,1214,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,82856,0,5450,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W09,5396,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,7324,0,7530,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,47852,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,3224,0,185,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W09,90180,0,12980,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,53248,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,7705,0,1399,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W09,5269,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,436,0,593,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,1620,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,27124,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,3263,0,4172,0,91260,AT,8901064,AT,Age25_49,COM,3006228
